"Rhinogobius estrellae Maeda, Kunishima & Palla, 2021",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius tandikan Maeda, Kobayashi & Palla, 2021",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Schismatogobius roxasi Herre, 1936",X,"Schismatogobius insignus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Schismatogobius saurii Keith, Lord, Hadiaty & Hubert, 2017",V,,,,,,,,,,,,,,,,,,,,,,,,
"Sicyopterus crassus Herre, 1927",X,"Sicyopterus cynocephalus (Valenciennes, 1837)",,,,,,,,,,,,,,,,,,,,,,,
"Sicyopterus extraneus Herre, 1927",X,"Sicyopterus lagocephalus (Pallas, 1770)",,,,,,,,,,,,,,,,,,,,,,,
"Sicyopterus fuliag Herre, 1927",X,"Sicyopterus cynocephalus (Valenciennes, 1837)",,,,,,,,,,,,,,,,,,,,,,,
"Sicyopterus lacrymosus Herre, 1927",X,"Sicyopterus longifilis de Beaufort, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Sicyopterus panayensis Herre, 1927",X,"Sicyopterus longifilis de Beaufort, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Sicyopus auxilimentus Watson & Kottelat, 1994",V,,,,,,,,,,,,,,,,,,,,,,,,
"Sicyopus cebuensis Chen & Shao, 1998",X,"Sicyopus auxilimentus Watson & Kottelat, 1994",,,,,,,,,,,,,,,,,,,,,,,
"Stenogobius kyphosus Watson, 1991",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Stigmatogobius elegans Larson, 2005",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Stiphodon olivaceus Watson & Kottelat, 1995",X,"Stiphodon pulchellus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Stiphodon palawanensis Maeda & Palla, 2015",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Stiphodon surrufus Watson & Kottelat, 1995",V,,,,,,,,,,,,,,,,,,,,,,,,
"Taenioides caniscapulus Roxas & Ablan, 1938",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Tamanka maculata Aurich, 1938",X,"Tamanka siitensis Herre, 1927",,,,,,,,,,,,,,,,,,,,,,,
"Tamanka mindora Herre, 1945",X,"Mugilogobius mertoni (Weber, 1911)",,,,,,,,,,,,,,,,,,,,,,,
"Tamanka philippina Herre, 1945",X,"Mugilogobius cavifrons (Weber, 1909)",,,,,,,,,,,,,,,,,,,,,,,
"Tamanka siitensis Herre, 1927",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Tamanka talavera Herre, 1945",X,"Mugilogobius cavifrons (Weber, 1909)",,,,,,,,,,,,,,,,,,,,,,,
"Tamanka umbra Herre, 1927",VE,"Eugnathogobius umbra (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Tukugobius bucculentus Herre, 1927",VE,"Rhinogobius bucculentus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Tukugobius philippinus Herre, 1927",VE,"Rhinogobius philippinus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa bikolana Herre, 1927",V,"Redigobius bikolanus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa cagayanensis Aurich, 1938",VE,"Mugilogobius cagayanensis (Aurich, 1938)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa cardonensis Herre, 1940 ",X,"Redigobius tambujon (Bleeker, 1854)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa fusca Herre, 1940",V,"Mugilogobius fuscus (Herre, 1940)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa layia Herre, 1953",X,"Mugilogobius mertoni (Weber, 1911)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa macrognathos Herre, 1927",X,"Redigobius tambujon (Bleeker, 1854)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa mindora Herre, 1945",V,"Eugnathogobius mindora (Herre, 1945)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa montalbani Herre, 1936",X,"Redigobius bikolanus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa piapensis Herre, 1927",X,"Pseudogobius poicilosoma (Bleeker, 1849)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa sapanga Herre, 1927",X,"Redigobius tambujon (Bleeker, 1854)",,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa tessellata Herre, 1927",X,Pseudogobius poicilosoma (Bleeker 1849),,,,,,,,,,,,,,,,,,,,,,,
"Vaimosa zebrinus Herre, 1940",X,"Eugnathogobius mindora (Herre, 1945)",,,,,,,,,,,,,,,,,,,,,,,
Family Gobiidae (282),,,,,,,,,,,,,,,,,,,,,,,,,
"Aioliops brachypterus Rennis & Hoese, 1987",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Aioliops megastigma Rennis & Hoese, 1987",V,,,,,,,,,,,,,,,,,,,,,,,,
"Amblyeleotris latifasciata Polunin & Lubbock, 1979",V,,,,,,,,,,,,,,,,,,,,,,,,
"Amblyeleotris randalli Hoese & Steene, 1978",V,,,,,,,,,,,,,,,,,,,,,,,,
"Amblyeleotris rhyax Polunin & Lubbock, 1979",V,,,,,,,,,,,,,,,,,,,,,,,,
"Amblygobius calvatus Allen & Erdmann, 2016",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Amblygobius inornatus Herre, 1927",X,"Bathygobius fuscus (Rüppell, 1830)",,,,,,,,,,,,,,,,,,,,,,,
"Amblygobius insignis Seale, 1910",V,"Cryptocentroides insignis (Seale, 1910)",,,,,,,,,,,,,,,,,,,,,,,
"Amblygobius linki Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Amblygobius perpusillus buanensis Herre, 1927",V,"Amblygobius buanensis Herre, 1927",,,,,,,,,,,,,,,,,,,,,,,
"Andameleotris palustris Herre, 1945",V,,,,,,,,,,,,,,,,,,,,,,,,
"Aparrius moloanus Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Aparrius sabagensis Roxas & Blanco, 1940",X,"Stenogobius ophthalmoporus (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Bathygobius blancoi Roxas & Ablan, 1940",X,"Bathygobius meggitii (Hora & Mukerji, 1936)",,,,,,,,,,,,,,,,,,,,,,,
"Bathygobius bravoi Herre, 1927",X,"Bathygobius fuscus (Rüppell, 1830)",,,,,,,,,,,,,,,,,,,,,,,
"Bathygobius laoe Roxas & Ablan, 1940",X,"Bathygobius cyclopterus (Valenciennes, 1837)",,,,,,,,,,,,,,,,,,,,,,,
"Bathygobius ramosus curticeps Ginsburg, 1947",X,"Bathygobius ramosus Ginsburg, 1947",,,,,,,,,,,,,,,,,,,,,,,
"Biat luzonica Seale, 1910",X,"Amblyeleotris fontanesii (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Bryaninops amplus Larson, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Bryaninops isis Larson ,1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Bryaninops loki Larson, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Bryaninops natans Larson, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Callogobius clitellus McKinney & Lachner, 1978",V,,,,,,,,,,,,,,,,,,,,,,,,
"Callogobius crassus McKinney & Lachner, 1984",V,,,,,,,,,,,,,,,,,,,,,,,,
"Callogobius hastatus McKinney & Lachner, 1978",V,,,,,,,,,,,,,,,,,,,,,,,,
"Chlamydes leytensis Herre, 1927",X,"Bathygobius cotticeps (Steindachner, 1879)",,,,,,,,,,,,,,,,,,,,,,,
"Coronogobius striatus Herre, 1945",V,"Trimma striatum (Herre, 1945)",,,,,,,,,,,,,,,,,,,,,,,
"Coryphopterus gracilis Randall, 2001",V,"Fusigobius gracilis (Randall, 2001)",,,,,,,,,,,,,,,,,,,,,,,
"Coryphopterus humeralis Randall, 2001",V,"Fusigobius humeralis (Randall, 2001)",,,,,,,,,,,,,,,,,,,,,,,
"Coryphopterus maximus Randall, 2001",V,"Fusigobius maximus (Randall, 2001)",,,,,,,,,,,,,,,,,,,,,,,
"Coryphopterus melacron Randall, 2001",V,"Fusigobius melacron (Randall, 2001)",,,,,,,,,,,,,,,,,,,,,,,
"Coryphopterus pallidus Randall, 2001",V,"Fusigobius pallidus (Randall, 2001)",,,,,,,,,,,,,,,,,,,,,,,
"Creisson validus Jordan & Seale, 1907",X,"Acentrogobius janthinopterus (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Cristatogobius lophius Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Cryptocentrus cebuanus Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Cryptocentrus cyanospilotus Allen & Randall, 2011",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ctenogobius culionensis Herre, 1934",X,"Cryptocentrus caeruleomaculatus (Herre, 1933)",,,,,,,,,,,,,,,,,,,,,,,
"Ctenogobius nuchipunctatus Herre, 1934",VE,"Silhouettea nuchipunctata (Herre, 1934)",,,,,,,,,,,,,,,,,,,,,,,
"Ctenogobius villadolidi Herre, 1936",X,"Silhouettea nuchipunctata (Herre, 1934)",,,,,,,,,,,,,,,,,,,,,,,
"Drombus maculipinnis Fowler, 1918",V,"Callogobius maculipinnis (Fowler, 1918)",,,,,,,,,,,,,,,,,,,,,,,
"Drombus palackyi Jordan & Seale, 1905",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota asymbasia Greenfield & Jewett, 2016",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota bifasciata Lachner & Karnella, 1980",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota bipunctata Greenfield & Jewett, 2016",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota irrasa Karnella & Lachner, 1981",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota minuta Greenfield & Jewett, 2014",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota punctulata Jewett & Lachner, 1983",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota sparsa Jewett & Lachner, 1983",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota spilota Lachner & Karnella, 1980",V,,,,,,,,,,,,,,,,,,,,,,,,
"Eviota storthynx (Rofen, 1959)",V,,,,,,,,,,,,,,,,,,,,,,,,
"Exyrias akihito Allen & Randall, 2005",V,,,,,,,,,,,,,,,,,,,,,,,,
"Exyrias ferrarisi Murdy, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Fusigobius signipinnis Hoese & Obika, 1988",V,,,,,,,,,,,,,,,,,,,,,,,,
"Galera producta Herre, 1927",VE,"Callogobius producta (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Gladiogobius ensifer Herre, 1933",V,,,,,,,,,,,,,,,,,,,,,,,,
"Glossogobius aglestes Jordan & Seale, 1905",X,"Psammogobius biocellatus (Valenciennes, 1837)",,,,,,,,,,,,,,,,,,,,,,,
"Gobiodon aoyagii Shibukawa, Suzuki & Aizawa, 2013",V,,,,,,,,,,,,,,,,,,,,,,,,
"Gobiodon fulvus Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Gobiomorphus illotus Herre, 1927",X,"Callogobius sclateri (Steindachner, 1879)",,,,,,,,,,,,,,,,,,,,,,,
"Gobitrichinotus radiocularis Fowler, 1943",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Gobius bothriorrhynchus Herzenstein, 1896",V,"Callogobius bothriorrhynchus (Herzenstein, 1896)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius calderae Evermann & Seale, 1906",X,"Istigobius ornatus (Rüppell, 1830)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius elmeri Herre, 1940",X,"Bathygobius cocosensis (Bleeker, 1854)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius obscuripinnis Peters, 1868",VE,"Glossogobius obscuripinnis (Peters, 1868)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius panayensis Jordan & Seale, 1907",VE,"Bathygobius panayensis (Jordan & Seale, 1907)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius rufus Marion de Procé, 1822",X,An overlooked available name,,,,,,,,,,,,,,,,,,,,,,,
"Gobius viganensis Steindachner, 1893",V,"Yongeichthys viganensis (Steindachner, 1893)",,,,,,,,,,,,,,,,,,,,,,,
"Grallenia rubrilineata Allen & Erdmann, 2017",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Herreolus philippinus Herre, 1945",V,"Parioglossys philippinus (Herre, 1945)",,,,,,,,,,,,,,,,,,,,,,,
"Illana cacabet Smith & Seale, 1906",X,"Glossogobius bicirrhosus (Weber, 1894)",,,,,,,,,,,,,,,,,,,,,,,
"Intonsagobius kuderi Herre, 1943",VE,"Callogobius kuderi (Herre, 1943)",,,,,,,,,,,,,,,,,,,,,,,
"Intonsagobius vanclevei Herre, 1950",VE,"Callogobius vanclevei (Herre, 1950)",,,,,,,,,,,,,,,,,,,,,,,
"Itbaya nuda Herre, 1927",X,"Kelloggella cardinalis Jordan & Seale, 1906",,,,,,,,,,,,,,,,,,,,,,,
"Lophogobius nonatoae Ablan, 1940",V,"Cristatogobius nonatoae (Ablan, 1940)",,,,,,,,,,,,,,,,,,,,,,,
"Macgregorella bravoi Herre, 1940",V,"Gobiopsis bravoi (Herre, 1940)",,,,,,,,,,,,,,,,,,,,,,,
"Macgregorella intonsa Herre, 1927",X,"Callogobius okinawae (Snyder, 1908)",,,,,,,,,,,,,,,,,,,,,,,
"Macgregorella moroana Seale, 1910",X,"Callogobius hasseltii (Bleeker, 1851)",,,,,,,,,,,,,,,,,,,,,,,
"Mangarinus waterousi Herre, 1943",V,,,,,,,,,,,,,,,,,,,,,,,,
"Mapo mearnsi Evermann & Seale, 1906",X,"Bathygobius cyclopterus (Valenciennes, 1837)",,,,,,,,,,,,,,,,,,,,,,,
"Mars caeruleomaculatus Herre, 1933",V,"Cryptocentrus caeruleomaculatus (Herre, 1933)",,,,,,,,,,,,,,,,,,,,,,,
"Mars haydeni Herre, 1936",V,"Cryptocentrus haydeni (Herre, 1936)",,,,,,,,,,,,,,,,,,,,,,,
"Mindorogobius lopezi Herre, 1945",X,"Acentrogobius moloanus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Myersina macrostoma Herre, 1934",V,,,,,,,,,,,,,,,,,,,,,,,,
"Oplopomus vergens Jordan & Seale, 1907",X,"Oplopomus caninoides (Bleeker, 1852)",,,,,,,,,,,,,,,,,,,,,,,
"Oxymetopon cyanoctenosum Klausewitz & Conde, 1981",V,,,,,,,,,,,,,,,,,,,,,,,,
"Parioglossus nudus Rennis & Hoese, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Pleurogobius boulengeri Seale, 1910",X,"Priolepis cincta (Regan, 1908)",,,,,,,,,,,,,,,,,,,,,,,
"Pleurosicya micheli Fourmanoir, 1971",V,,,,,,,,,,,,,,,,,,,,,,,,
"Pogonoculius zebra Fowler, 1938",V,,,,,,,,,,,,,,,,,,,,,,,,
"Priolepis agrena Winterbottom & Burridge, 1993",V,,,,,,,,,,,,,,,,,,,,,,,,
"Priolepis fallacincta Winterbottom & Burridge, 1992",V,,,,,,,,,,,,,,,,,,,,,,,,
"Priolepis kappa Winterbottom & Burridge, 1993",V,,,,,,,,,,,,,,,,,,,,,,,,
"Priolepis vexilla Winterbottom & Burridge, 1993",V,,,,,,,,,,,,,,,,,,,,,,,,
"Pseudogobius verticalis Larson & Hammer, 2021",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ptereleotris dispersus Herre, 1927",X,"Ptereleotris evides (Jordan & Hubbs, 1925)",,,,,,,,,,,,,,,,,,,,,,,
"Ptereleotris grammica Randall & Lubbock, 1982",V,,,,,,,,,,,,,,,,,,,,,,,,
Ptereleotris kallista Randall & Suzuki,V,,,,,,,,,,,,,,,,,,,,,,,,
"Pteroculiops guttatus Fowler, 1938",V,"Amblyeleotris guttata (Fowler, 1938)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius decoratus Herre, 1927",V,"Istigobius decoratus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius flavoventris Herre, 1927",VE,"Silhouettea flavoventris (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius lungi Jordan & Seale, 1907",X,"Yongeichthys nebulosus (Forsskål, 1775)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius multifasciatus Herre, 1927",V,"Acentrogobius multifasciatus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius ocyurus Jordan & Seale, 1907",V,"Drombus ocyurus (Jordan & Seale, 1907)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius perpusillus Seale, 1910",X,"Amblygobius decussatus (Bleeker, 1855)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius suluensis Herre, 1927",V,"Yongeichthys suluensis (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Smilogobius inexplicatus Herre, 1934",V,"Cryptocentrus inexplicatus (Herre, 1934)",,,,,,,,,,,,,,,,,,,,,,,
"Smilogobius obliquus Herre, 1934",X,"Cryptocentrus leptocephalus Bleeker, 1876",,,,,,,,,,,,,,,,,,,,,,,
"Stonogobiops nematodes Hoese & Randall, 1982",V,,,,,,,,,,,,,,,,,,,,,,,,
"Tomiyamichthys gomezi Allen & Erdmann, 2012",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma agrena Winterbottom & Chen, 2004",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma annosum Winterbottom, 2003",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma benjamini Winterbottom, 1996",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma cana Winterbottom, 2004",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma halonevum Winterbottom, 2000",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma nasa Winterbottom, 2005",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimma stobbsi Winterbottom, 2001",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimmatom macropodus Winterbottom, 1989",V,,,,,,,,,,,,,,,,,,,,,,,,
"Trimmatom sagma Winterbottom, 1989",V,,,,,,,,,,,,,,,,,,,,,,,,
"V&erhorstia nobilis Allen & Randall, 2006",V,,,,,,,,,,,,,,,,,,,,,,,,
"Valenciennea bella Hoese & Larson, 1994",V,,,,,,,,,,,,,,,,,,,,,,,,
"Valenciennea parva Hoese & Larson, 1994",V,,,,,,,,,,,,,,,,,,,,,,,,
"Yabotichthys nocturnus Herre, 1945",V,"Amblygobius nocturnus (Herre, 1945)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER MUGILIFORMES (59),,,,,,,,,,,,,,,,,,,,,,,,,
Family Mugilidae (291),,,,,,,,,,,,,,,,,,,,,,,,,
"Mugil banksi Seale, 1910",X,"Crenimugil heterocheilos (Bleeker, 1855)",,,,,,,,,,,,,,,,,,,,,,,
"Mugil joloensis Seale, 1910",X,"Plicomugil labiosus (Valenciennes, 1836)",,,,,,,,,,,,,,,,,,,,,,,
"Mugil lepidopterus Fowler, 1918",X,"Planiliza subviridis (Valenciennes, 1836)",,,,,,,,,,,,,,,,,,,,,,,
"Mugil ogilbyi Fowler, 1918",X,"Planiliza subviridis (Valenciennes, 1836)",,,,,,,,,,,,,,,,,,,,,,,
"Mugil philippinus Fowler, 1918",X,"Planiliza subviridis (Valenciennes, 1836)",,,,,,,,,,,,,,,,,,,,,,,
"Mugil ruthveni Fowler, 1918",X,"Planiliza subviridis (Valenciennes, 1836)",,,,,,,,,,,,,,,,,,,,,,,
"Myxus philippinus Roxas, 1934",X,"Planiliza lauvergnii (Eydoux & Souleyet, 1850)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER CICHLIFORMES (),,,,,,,,,,,,,,,,,,,,,,,,,
Family Pholidichthyidae,,,,,,,,,,,,,,,,,,,,,,,,,
"Brotulophis argentistriatus Kaup, 1858",X,"Pholidichthys leucotaenia Bleeker, 1856",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER BLENNIIFORMES (61),,,,,,,,,,,,,,,,,,,,,,,,,
Family Tripterygiidae (294),,,,,,,,,,,,,,,,,,,,,,,,,
"Ceratobregma helenae Holleman, 1987",V,,,,,,,,,,,,,,,,,,,,,,,,
"Enneapterygius bahasa Fricke, 1997",V,,,,,,,,,,,,,,,,,,,,,,,,
"Enneapterygius fuscoventer Fricke, 1997",V,,,,,,,,,,,,,,,,,,,,,,,,
"Enneapterygius olivaceus Dewa, Tashiro & Motomura, 2023",V,,,,,,,,,,,,,,,,,,,,,,,,
"Enneapterygius pallidoserialis Fricke, 1997",V,,,,,,,,,,,,,,,,,,,,,,,,
"Enneapterygius similis Fricke, 1997",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma albimacula Williams & Howe, 2003",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma aquila Williams & McCormick, 1990",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma desa Williams & Howe, 2003",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma fuscopinna Holleman, 1982",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma habena Williams & McCormick, 1990",X,"Helcogramma inclinata (Fowler, 1946)",,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma rhinoceros Hansen, 1986",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma springeri Hansen, 1986",V,,,,,,,,,,,,,,,,,,,,,,,,
"Helcogramma striata Hansen, 1986",V,,,,,,,,,,,,,,,,,,,,,,,,
"Tripterygium philippinum Peters, 1868",V,"Enneapterygius philippinus (Peters, 1868)",,,,,,,,,,,,,,,,,,,,,,,
"Ucla xenogrammus Holleman, 1993",V,,,,,,,,,,,,,,,,,,,,,,,,
Family Blenniidae (296),,,,,,,,,,,,,,,,,,,,,,,,,
"Atrosalarias hosokawai Suzuki & Senou, 1999",V,,,,,,,,,,,,,,,,,,,,,,,,
"Blennius thysanius Jordan & Seale, 1907",V,"Parablennius thysanius (Jordan & Seale, 1907)",,,,,,,,,,,,,,,,,,,,,,,
"Cirripectes auritus Carlson, 1981",V,,,,,,,,,,,,,,,,,,,,,,,,
"Cirripectes springeri Williams, 1988",V,,,,,,,,,,,,,,,,,,,,,,,,
"Cirripectes viriosus Williams, 1988",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ecsenius dilemma Springer, 1988",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Ecsenius kurti Springer, 1988",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Ecsenius monoculus Springer, 1988",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ecsenius stigmatura Fowler, 1952",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ecsenius tricolor Springer & Allen, 2001",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hypleurochilus loxias Jordan & Seale, 1905",X,"Omobranchus rotundiceps (Macleay, 1881)",,,,,,,,,,,,,,,,,,,,,,,
"Meiacanthus abditus Smith-Vaniz, 1987",V,,,,,,,,,,,,,,,,,,,,,,,,
"Petroscirtes eretes Jordan & Seale, 1905",X,,,,,,,,,,,,,,,,,,,,,,,,
"Petroscirtes feliciana Herre, 1942",X,"Omobranchus ferox (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Petroscirtes ferox Herre, 1927",V,"Omobranchus ferox (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Petroscirtes vulsus Jordan & Seale, 1907",X,"Petroscirtes variabilis Cantor, 1849",,,,,,,,,,,,,,,,,,,,,,,
"Petroscirtes waterousi Herre, 1942",X,"Omobranchus ferox (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Plagiotremus iosodon Smith-Vaniz, 1976",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Praealticus striatus Bath, 1992",V,,,,,,,,,,,,,,,,,,,,,,,,
"Salarias bilineatus Peters, 1868",V,"Praealticus bilineatus (Peters, 1868)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias colei Herre, 1934",VE,"Istiblennius colei (Herre, 1934)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias deani Jordan & Seale, 1905",X,"Blenniella bilitonensis (Bleeker, 1858)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias fowleri Herre, 1936",V,"Litobranchus fowleri (Herre, 1936)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias holomelas Günther, 1872",V,"Atrosalarias holomelas (Günther, 1872)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias martini Herre, 1942",X,"Istiblennius colei (Herre, 1934)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias montanoi Sauvage, 1880",V,"Alticus montanoi (Sauvage, 1880)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias obscurus Bath, 1992",V,,,,,,,,,,,,,,,,,,,,,,,,
"Salarias periopthalmus visayanus Herre, 1934",X,"Blenniella bilitonensis (Bleeker, 1858)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias reyi Sauvage, 1880",V,"Andamia reyi (Sauvage, 1880)",,,,,,,,,,,,,,,,,,,,,,,
"Salarias undecimalis Jordan & Seale, 1905",X,"Salarias guttatus Valenciennes, 1836",,,,,,,,,,,,,,,,,,,,,,,
"Salarias zamboangae Evermann & Seale, 1906",X,"Istiblennius dussumieri (Valenciennes, 1836)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER GOBIESOCIFORMES (62),,,,,,,,,,,,,,,,,,,,,,,,,
Family Gobiesocidae (300),,,,,,,,,,,,,,,,,,,,,,,,,
"Flabellicauda alleni Fujiwara, Conway & Motomura, 2021",V,,,,,,,,,,,,,,,,,,,,,,,,
"Lepadichthys springeri Briggs, 2001",X,"Lepadichthys misakius (Tanaka, 1908)",,,,,,,,,,,,,,,,,,,,,,,
"Propherallodus longipterus Fujiwara & Motomura, 2018",V,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER ATHERINIFORMES (63),,,,,,,,,,,,,,,,,,,,,,,,,
Family Dentatherinidae (306),,,,,,,,,,,,,,,,,,,,,,,,,
"Dentatherina merceri Patten & Ivantsoff, 1983",V,,,,,,,,,,,,,,,,,,,,,,,,
Family Phallostethidae (307),,,,,,,,,,,,,,,,,,,,,,,,,
"Gulaphallus amaricola Villadolid & Manacop, 1935",VE,"Neostethus amaricola (Villadolid & Manacop, 1935)",,,,,,,,,,,,,,,,,,,,,,,
"Gulaphallus eximius Herre, 1925",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Gulaphallus falcifer Manacop, 1936",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Gulaphallus mirabilis Herre, 1925",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Mirophallus bikolanus Herre, 1926",VE,"Gulaphallus bikolanus (Herre, 1926)",,,,,,,,,,,,,,,,,,,,,,,
"Neostethus coronensis Herre, 1942",X,"Neostethus borneensis Herre, 1939",,,,,,,,,,,,,,,,,,,,,,,
"Neostethus zamboangae Herre, 1942",V,,,,,,,,,,,,,,,,,,,,,,,,
"Neostethus panayensis Herre, 1942",V,"Gulaphallus panayensis (Herre, 1942)",,,,,,,,,,,,,,,,,,,,,,,
"Neostethus robertsi Parenti, 1989",VE,,,,,,,,,,,,,,,,,,,,,,,,
